transaction_id,customer_id,product_category,amount,currency,transaction_date,country,payment_method,status
102638,5079.0,SPORT,-999,EUR,2025-04-29,Etats-Unis,virement,Completed
101364,5769.0,Sport,72.02,USD,15-May-2026,SUISSE,paypal,pending
101505,5488.0,Sports,16.32,USD,2025-04-11,États-Unis,paypal,failed
100026,5665.0,sport,,EUR,2025/12/14 05:39,CH,cheque,failed
102359,5464.0,LIVRES,35.44,EUR,,Francia,paypal,COMPLETED 
100078,5564.0,Électronique,101.53,EUR,unknown,be,paypal,refunded
101480,5710.0,Electroniqe,47.0,EUR,16/01/2026,Allemagne,carte_bancaire,failed
100542,,MODE,,EUR,22-May-2025,ch,virement,failed
101133,5703.0,Livre,36.9,EUR,2025-03-27,Belgique,carte_bancaire,COMPLETED 
101764,5057.0,Modes,19.66,EUR,2025/08/05 19:53,de,virement,pending
102610,5797.0,Maisons,44.1,EUR,04-05-2026,GERMANY,carte_bancaire,completed
101880,5739.0,Livre,58.46,EUR,10-31-2025,US,virement,completed
100845,5481.0,Ã‰lectronique,38.21,,2026/07/07 09:16,Etats-Unis,cheque,COMPLETED 
102494,5206.0,Modes,7.92,EUR,2026-07-11,de,carte_bancaire,COMPLETED 
102655,5609.0,LIVRES,52.94,EUR,2026/06/09 07:21,SUISSE,carte_bancaire,COMPLETED 
101475,5459.0,Beaute,$43.97,,05-Jun-2026,ch,paypal,refunded
101839,5613.0,livres,20.34,EUR,13/09/2026,SUISSE,cheque,COMPLETED 
100130,5240.0,MODE,,EUR,2025-05-11,US,virement,completed
101801,5747.0,Maisons,23.23,EUR,2026-03-08,Francia,cheque,COMPLETED 
101766,5330.0,Beaute,173.1,EUR,24/07/2025,SUISSE,cheque,completed
101996,5601.0,beauté,89.95,EUR,18/09/2026,FRANCE,virement,pending
101786,5376.0,Beauté ,18.57,EUR,04-18-2026,Suisse,virement,completed
101018,5412.0, mode,-18.39,EUR,30/04/2025,États-Unis,carte_bancaire,COMPLETED 
100435,5772.0,Electronique,26.22,EUR,2025-04-20,BE,paypal,completed
101114,5554.0,LIVRES,28.09,EUR,05-22-2025,US,virement,Completed
100237,5468.0,MODE,29.01,EUR,08-05-2025,Belgique,cheque,refunded
101075,5594.0,Livres,15.73,EUR,07-03-2026,CH,carte_bancaire,failed
100109,5285.0,Mode,,EUR,08-28-2026,BELGIQUE,cheque,completed
100781,5450.0,Maison,7.38,EUR,21-Dec-2025,de,virement,Completed
102119,5366.0,Modes,20.66,EUR,15-Dec-2025,États-Unis,paypal,failed
100163,5666.0,beauté,11.72,EUR,08-01-2026,DE,cheque,failed
100288,5435.0,MODE,31.59,EUR,10-Nov-2025,Belgique,virement,Completed
102249,5000.0,Electroniqe,165.66,EUR,2025-05-02,CH,cheque,pending
101073,5270.0,Maison,"7,73€",EUR,05-17-2025,Suisse,cheque,pending
102588,5560.0,Livres,11.94,EUR,14-Mar-2026,United States,cheque,refunded
102350,5344.0,MAISON ,63.68,EUR,28/11/2025,SUISSE,carte_bancaire,COMPLETED 
100767,5138.0,Modes,,EUR,04-10-2026,USA,paypal,completed
100787,5341.0,Electronique,37.09,EUR,2025-08-04,be,cheque,failed
101378,5147.0,MODE,,EUR,2025/10/15 03:10,BE,cheque,Completed
102142,5279.0,beauté,27.33,EUR,06-Jul-2026,Belgique,cheque,COMPLETED 
101037,5204.0,Livre,6.57,EUR,17/09/2025,de,carte_bancaire,Completed
100869,5149.0,LIVRES,149.78,EUR,01-08-2026,USA,cheque,COMPLETED 
100107,5068.0,Mode,19.83,EUR,27-Jun-2025,CH,virement,pending
102405,5757.0,Électronique,81.98,EUR,05-Jun-2025,BE,carte_bancaire,COMPLETED 
101980,5164.0,MAISON ,10.23,EUR,2025-05-18,BE,,Completed
102159,5453.0,sport,40.53,,2026/07/06 15:06,be,cheque,failed
102801,5317.0,SPORT,276.92,EUR,2025/08/15 22:51,États-Unis,virement,COMPLETED 
100058,5174.0,BEAUTE,,EUR,08-06-2026,DE,cheque,COMPLETED 
102053,5549.0,beauté,18.66,EUR,27/05/2025,de,cheque,pending
101831,5740.0,SPORT,12.09,EUR,2026/04/17 00:36,SUISSE,paypal,pending
100461,5261.0,Maison,25.32,EUR,27-Aug-2025,be,paypal,refunded
100911,5416.0,LIVRES,"29,88€",EUR,2026-07-31,ch,paypal,pending
102772,5445.0,Beauté ,20.92,EUR,09-08-2026,Francia,virement,failed
100157,5143.0,Livres,37.58,EUR,02-08-2026,Suisse,carte_bancaire,completed
100930,5608.0,SPORT,"14,88€",EUR,01-Sep-2025,SUISSE,virement,Completed
102138,5092.0,beauté,8.04,EUR,27-Oct-2025,CH,virement,Completed
102164,5535.0,BEAUTE,101.75,EUR,07-12-2026,FRANCE,paypal,completed
100677,5175.0,BEAUTE,118.75,EUR,24-Aug-2026,Belgique,,completed
102827,5203.0,Sport,23.2,EUR,2026/09/12 20:37,be,carte_bancaire,refunded
101255,5161.0,Sport,8.26,EUR,25-Nov-2025,ch,paypal,completed
100238,5782.0,Modes,13.52,USD,12-Feb-2026,FR,cheque,failed
101052,5151.0,Beauté ,38.27,,2026/01/03 08:53,Allemagne,paypal,pending
101532,5127.0,Beaute,32.81,EUR,2025/12/17 19:21,Francia,cheque,pending
100243,5107.0,Beaute,53.47,,2026/08/17 15:39,FRANCE,paypal,pending
100100,5794.0,maison,6.86,EUR,30-Mar-2025,FR,cheque,Completed
100315,5503.0,MODE,,eur,07-20-2026,Francia,carte_bancaire,completed
102409,5143.0,Maisons,8.73,EUR,2026/04/07 13:02,United States,virement,pending
102513,5396.0,Electroniqe,19.5,EUR,10-11-2025,Suisse,paypal,Completed
101041,5171.0,Livres,16.23,USD,2026-01-05,USA,cheque,completed
101064,5137.0,SPORT,17.7,EUR,2025/04/28 19:26,FRANCE,carte_bancaire,completed
100261,5712.0,Maison,23.25,EUR,2026-07-18,United States,virement,completed
101655,5475.0,beauté,18.81,EUR,2025/12/21 22:42,CH,paypal,failed
100116,5064.0,Sport,33.69,EUR,2026/09/03 08:11,be,carte_bancaire,failed
100195,5153.0,Mode,34.7,EUR,07-08-2026,USA,virement,COMPLETED 
101941,5188.0,Maison,17.24,EUR,18/05/2026,Allemagne,virement,Completed
101078,5440.0,Sport,94.7,EUR,2026-04-22,Francia,cheque,COMPLETED 
101847,5473.0,sport,11.25,EUR,07-07-2025,de,paypal,COMPLETED 
100179,5586.0,Maison,"283,77€",EUR,04/12/2025,Etats-Unis,virement,refunded
101412,5792.0,Mode,36.98,eur,13/11/2025,USA,carte_bancaire,failed
100842,5234.0,Livres,8.93,eur,03-14-2026,United States,carte_bancaire,pending
102389,5354.0,sport,62.29,EUR,2025-11-29,États-Unis,paypal,failed
101510,5582.0,Beaute,8.78,EUR,28-Jan-2026,SUISSE,paypal,completed
101995,5708.0,MAISON ,64.27,EUR,2025/09/14 11:08,Belgique,virement,pending
100340,5068.0,SPORT,11.7,USD,02-Jun-2026,Suisse,carte_bancaire,COMPLETED 
102529,5738.0,Électronique,"19,69€",EUR,13/07/2026,SUISSE,paypal,Completed
102364,5254.0,Sports,13.92,EUR,09-13-2026,USA,cheque,failed
100748,5795.0,Ã‰lectronique,14.15,EUR,11-27-2025,FRANCE,carte_bancaire,Completed
100086,5021.0,Maisons,unknown,EUR,2026/06/30 08:15,BE,virement,COMPLETED 
101534,5800.0,MODE,23.82,EUR,19-Sep-2026,ch,cheque,completed
100480,5130.0,LIVRES,21.86,EUR,2025-10-18,GERMANY,virement,Completed
100803,5215.0,beauté,16.18,USD,2026-09-21,SUISSE,carte_bancaire,Completed
102204,5001.0,Livre,5185.0,EUR,17/12/2025,Suisse,virement,COMPLETED 
100998,5409.0,SPORT,14.67,EUR,2026-08-26,BE,cheque,COMPLETED 
101431,5286.0,Sports,51.12,EUR,28-Sep-2025,fr,carte_bancaire,completed
102509,5159.0,LIVRES,7.46,EUR,2025/05/13 19:40,BELGIQUE,virement,completed
100549,5210.0,Maisons,14.25,,04-May-2025,USA,virement,Completed
101210,5672.0,ELECTRONIQUE,-8.01,EUR,2025-05-25,France,virement,failed
100783,5223.0,SPORT,,EUR,2025/12/27 11:35,Francia,paypal,failed
102791,5169.0,Beauté ,14.85,EUR,2026-05-24,US,paypal,pending
102007,5397.0,beauté,$11.76,EUR,2026/08/04 23:43,be,null,failed
100742,5741.0,Beaute,$13.98,EUR,20-Sep-2025,Francia,virement,failed
102488,5307.0,BEAUTE,25.1,EUR,2026/03/30 19:15,US,carte_bancaire,COMPLETED 
102733,5018.0,LIVRES,$11.11,EUR,2025/09/19 01:29,fr,-,failed
100060,5723.0,Livres,15.15,eur,11/04/2026,US,carte_bancaire,pending
101788,5296.0,Ã‰lectronique,22.84,EUR,2025/05/15 20:31,SUISSE,carte_bancaire,failed
102033,5655.0,Modes,38.66,EUR,08-10-2026,US,virement,refunded
101239,5717.0,Ã‰lectronique,"106,22€",,08-21-2025,FR,carte_bancaire,completed
102208,5241.0,Électronique,NULL,EUR,03-31-2026,be,cheque,pending
100117,5483.0,Modes,14.68,eur,10/04/2025,Suisse,carte_bancaire,completed
100247,5467.0,Maisons,13.63,EUR,2025-10-26,United States,paypal,COMPLETED 
100871,5449.0,sport,11.96,EUR,05-31-2026,GERMANY,cheque,COMPLETED 
100952,5366.0,Livre,,EUR,09-04-2026,de,virement,refunded
102262,5054.0,Electroniqe,74.6,,26/02/2026,Suisse,cheque,pending
102803,5687.0,MAISON ,9.94,USD,2025/06/18 03:34,Francia,paypal,COMPLETED 
100667,5181.0,sport,N/A,EUR,2025-07-03,USA,cheque,failed
100347,5503.0,sport,$6.91,eur,08-23-2025,Belgique,cheque,completed
100278,5513.0,Beaute,26.12,EUR,19/08/2025,Allemagne,paypal,Completed
101600,5773.0, mode,-,,08-21-2026,SUISSE,carte_bancaire,failed
102689,5781.0,Maison,42.57,,19/08/2025,Etats-Unis,paypal,pending
100655,5713.0,SPORT,25.88,EUR,29/10/2025,GERMANY,carte_bancaire,Completed
101298,5221.0,maison,,EUR,2025-10-16,de,cheque,Completed
100962,5543.0,ELECTRONIQUE,29.28,EUR,17/06/2026,be,paypal,refunded
102706,5172.0,sport,27.95,EUR,09/07/2026,CH,paypal,refunded
102667,5002.0,maison,8.09,EUR,2025/11/16 18:01,SUISSE,paypal,refunded
101091,5096.0,SPORT,23.72,EUR,2025-04-29,FR,cheque,pending
101820,5342.0,Mode,21.8,eur,unknown,Allemagne,paypal,Completed
100632,5271.0,Livres,21.28,EUR,25-Aug-2025,BE,virement,failed
101178,5489.0,Livre,10.08,EUR,2026-04-13,be,carte_bancaire,completed
100445,5723.0,Modes,44.82,EUR,22-Feb-2026,SUISSE,cheque,Completed
100617,5108.0,Mode,,EUR,2025/09/20 23:21,BE,cheque,completed
101915,5325.0,Maison,15.05,EUR,26-May-2025,CH,paypal,Completed
100072,5569.0,Electronique,20.59,EUR,21/07/2025,US,cheque,completed
102792,5292.0,ELECTRONIQUE,,EUR,07/02/2026,Etats-Unis,carte_bancaire,pending
101207,5054.0,sport,6755.0,EUR,22/09/2025,be,cheque,Completed
102014,5511.0,Sports,51.76,EUR,28-May-2026,de,paypal,refunded
100844,5185.0,Maison,28.5,EUR,07-03-2026,FRANCE,paypal,COMPLETED 
102631,5211.0,Livres,,EUR,29-Jan-2026,GERMANY,carte_bancaire,failed
100547,5106.0,livres,,EUR,27-Oct-2025,GERMANY,carte_bancaire,completed
101889,5352.0,livres,-24.22,EUR,2025/07/21 19:56,États-Unis,cheque,refunded
100942,5651.0,Livres,44.04,EUR,08/06/2026,USA,carte_bancaire,COMPLETED 
101011,5322.0,beauté,29.31,,03-10-2026,Suisse,paypal,Completed
100263,5569.0,maison,$9.76,EUR,2025-06-18,Suisse,virement,refunded
101393,5002.0,Electronique,,EUR,10-Aug-2025,GERMANY,paypal,COMPLETED 
102425,5671.0,Mode,38.97,eur,06/10/2025,Allemagne,carte_bancaire,COMPLETED 
101933,,MODE,22.3,USD,28-Sep-2025,Francia,carte_bancaire,COMPLETED 
100353,5163.0,Sports,,EUR,26/05/2025,be,paypal,refunded
100073,5396.0,electronique ,null,eur,06-Jan-2026,FR,carte_bancaire,completed
101932,5542.0,maison,39.0,EUR,2025-10-17,FR,paypal,COMPLETED 
100613,5514.0,beauté,-8.91,eur,2025-12-07,DE,paypal,failed
101710,5241.0,SPORT,,EUR,2026/01/09 07:59,USA,cheque,refunded
101780,5460.0,maison,6.92,EUR,2026/09/11 13:00,Francia,virement,Completed
101844,5444.0,Maisons,28.33,EUR,2026/08/19 18:18,Allemagne,-,pending
100620,5175.0,Modes,31.95,EUR,11-25-2025,Allemagne,carte_bancaire,failed
102702,5667.0,Électronique,"150,06€",EUR,23-Apr-2026,Allemagne,carte_bancaire,Completed
102113,5730.0,Livre,9.95,EUR,2025/12/25 18:20,DE,,Completed
102307,5666.0,Mode,20.8,EUR,11-Dec-2025,de,paypal,completed
100057,5424.0,MAISON ,18.57,EUR,2026/04/27 02:03,ch,cheque,failed
102312,5350.0,Ã‰lectronique,30.18,EUR,-,USA,cheque,COMPLETED 
100811,5700.0,Beauté ,16.51,EUR,16/09/2025,BELGIQUE,carte_bancaire,pending
102260,5338.0,Livres,36.35,EUR,2026-08-25,Belgique,virement,COMPLETED 
100561,,Maisons,,EUR,12/10/2025,GERMANY,cheque,COMPLETED 
102112,5762.0,Sport,25.45,EUR,28-Mar-2025,Allemagne,cheque,refunded
100229,5264.0,Livres,45.22,EUR,31/08/2026,Etats-Unis,paypal,refunded
102586,,ELECTRONIQUE,"7,48€",eur,01-08-2026,FRANCE,cheque,failed
101833,5446.0,Maison,31.77,EUR,2026-09-01,États-Unis,cheque,COMPLETED 
101080,5003.0,Maisons,17.93,USD,26/11/2025,FR,cheque,Completed
100538,5274.0,Beauté ,60.68,EUR,07-May-2026,Allemagne,paypal,refunded
102587,5047.0,maison,25.82,EUR,24/06/2026,DE,carte_bancaire,Completed
101674,5665.0,beauté,?,EUR,10/10/2025,DE,paypal,COMPLETED 
100031,5554.0,MODE,N/A,USD,14-Sep-2025,FR,carte_bancaire,failed
101110,5487.0,Livres,20.66,EUR,02-03-2026,United States,virement,Completed
101842,5682.0,Beaute,14.97,EUR,15/01/2026,FRANCE,cheque,completed
101128,5531.0, mode,$23.16,,2025-08-17,FR,virement,COMPLETED 
100707,5290.0,Sport,119.02,EUR,2026-01-29,Francia,,failed
100424,5733.0,SPORT,43.85,EUR,2025/12/19 13:06,fr,virement,failed
100069,5309.0,Livre,"13,73€",EUR,2025-08-17,France,virement,completed
102817,5099.0,beauté,34.19,eur,2025-04-09,Suisse,carte_bancaire,COMPLETED 
102059,5458.0,ELECTRONIQUE,29.2,EUR,08-06-2026,Suisse,paypal,pending
100647,5800.0,Électronique,-,EUR,02-01-2026,be,paypal,Completed
100125,5370.0,beauté,26.98,EUR,2026/05/05 23:09,ch,paypal,Completed
102051,5522.0,Maisons,11.24,EUR,2026-08-18,SUISSE,virement,pending
101292,5427.0,beauté,33.43,EUR,09-May-2026,FRANCE,virement,COMPLETED 
101743,5048.0,Mode,69.8,EUR,22-May-2026,DE,virement,COMPLETED 
102683,5158.0,maison,47.4,EUR,25-May-2026,BELGIQUE,cheque,failed
102201,5027.0,maison,"255,06€",EUR,2026-08-16,ch,carte_bancaire,Completed
102519,5384.0,Maisons,11.4,,04-28-2026,Etats-Unis,carte_bancaire,COMPLETED 
100620,,Sports,12.04,EUR,08/08/2025,United States,virement,completed
102682,5617.0,Ã‰lectronique,-18.24,EUR,06-01-2025,fr,carte_bancaire,pending
101407,5173.0,MODE,94.75,EUR,2026/02/13 14:17,BELGIQUE,paypal,completed
101977,5742.0,electronique ,$57.56,EUR,20/07/2026,ch,carte_bancaire,completed
101105,5136.0,LIVRES,9.62,EUR,07-12-2026,BE,carte_bancaire,refunded
101618,5403.0,beauté,16.71,EUR,29/08/2025,France,null,failed
101580,5195.0,MAISON ,29.39,USD,15/11/2025,FRANCE,cheque,completed
102321,5136.0,Ã‰lectronique,49.45,EUR,04-Oct-2025,BE,paypal,pending
102746,5553.0,electronique ,30.48,EUR,14/05/2026,SUISSE,paypal,completed
102320,5046.0,ELECTRONIQUE,36.44,EUR,18/03/2026,France,carte_bancaire,completed
100279,5149.0,Livre,17.34,EUR,02-18-2026,FR,cheque,pending
102250,5190.0,Sport,21.87,EUR,09-Nov-2025,BE,paypal,completed
100625,5641.0,Sport,145.3,EUR,31-Jan-2026,GERMANY,virement,Completed
101606,5691.0,maison,$27.4,eur,26-Jan-2026,France,virement,completed
100166,5518.0,Livre,51.41,EUR,08-01-2025,Suisse,carte_bancaire,COMPLETED 
101242,5699.0,Livres,14.53,EUR,2025/09/09 19:29,États-Unis,carte_bancaire,refunded
101756,5608.0,Ã‰lectronique,21.68,EUR,09-27-2025,Etats-Unis,cheque,refunded
100553,5461.0,MODE,-30.85,EUR,20-May-2026,FRANCE,carte_bancaire,COMPLETED 
101790,5032.0,BEAUTE,23.78,EUR,2026-04-23,US,virement,COMPLETED 
100657,5649.0,Sport,,EUR,03-03-2026,BELGIQUE,paypal,refunded
100596,5360.0,beauté,19.24,EUR,11/04/2026,FR,carte_bancaire,pending
102828,5071.0,beauté,57.76,USD,06-03-2025,États-Unis,virement,failed
100802,5471.0,Beauté ,26.75,EUR,02-08-2026,SUISSE,cheque,completed
102203,5615.0,SPORT,7.66,EUR,18-Sep-2026,Allemagne,virement,completed
100695,5042.0,BEAUTE,18.57,eur,03-01-2026,FRANCE,cheque,pending
101811,5319.0,Mode,28.0,EUR,2026/08/17 19:56,SUISSE,paypal,completed
102802,5108.0,livres,33.61,EUR,2025-05-28,Etats-Unis,carte_bancaire,Completed
100440,5405.0,Sport,"34,66€",EUR,2026-03-24,United States,carte_bancaire,refunded
100508,5169.0,Livres,25.63,,2025/04/20 09:05,Suisse,carte_bancaire,Completed
100076,5666.0,beauté,26.53,eur,06-Aug-2026,BELGIQUE,virement,failed
100136,5743.0,Livres,21.97,EUR,2025-08-07,Suisse,virement,COMPLETED 
101948,5319.0,ELECTRONIQUE,67.59,EUR,2026/07/13 00:20,BE,virement,failed
100649,5639.0,MAISON ,unknown,EUR,2025-11-20,GERMANY,virement,COMPLETED 
100522,5416.0,Maison,13.51,EUR,14/03/2026,United States,virement,completed
101586,5213.0,ELECTRONIQUE,28.75,,2025/09/16 12:30,US,cheque,refunded
101117,5537.0,Beauté ,23.29,EUR,15/05/2026,GERMANY,paypal,COMPLETED 
102383,5381.0,Sports,23.48,EUR,-,SUISSE,cheque,pending
101593,5191.0,Electroniqe,55.34,USD,06-Mar-2026,United States,cheque,Completed
100654,5537.0,MODE,-248.64,EUR,17/06/2026,France,cheque,pending
101375,5741.0,LIVRES,20.32,EUR,2025-12-23,Belgique,virement,completed
101644,5480.0,Beauté ,9.43,EUR,2025/10/20 04:33,CH,carte_bancaire,COMPLETED 
102131,5376.0,Mode,24.97,EUR,n/a,GERMANY,n/a,COMPLETED 
102749,5315.0,Sports,16.33,EUR,08-Jun-2025,Belgique,carte_bancaire,failed
101760,5566.0,Beaute,107.34,EUR,03-11-2026,FRANCE,carte_bancaire,COMPLETED 
100630,5732.0,Électronique,$5.35,EUR,09-09-2026,FR,carte_bancaire,pending
101340,5435.0, mode,28.35,EUR,01-10-2026,Belgique,carte_bancaire,refunded
101609,5589.0,electronique ,9775.0,EUR,17/04/2025,be,paypal,completed
102728,5594.0,Maison,12.58,USD,28-Aug-2026,ch,carte_bancaire,refunded
100482,5741.0,Sports,5.78,,2025/10/02 10:53,ch,paypal,completed
100560,5104.0,livres,31.84,EUR,13-Nov-2025,Francia,virement,COMPLETED 
101192,5241.0,Mode,$14.28,eur,25/05/2025,Francia,n/a,Completed
102642,5585.0,Modes,11.44,EUR,2026/05/30 00:41,Etats-Unis,paypal,failed
102032,5632.0,Mode,n/a,EUR,12-Mar-2026,GERMANY,virement,Completed
100438,5779.0,Maison,5.3,USD,11-28-2025,DE,cheque,COMPLETED 
102151,5060.0,SPORT,109.43,EUR,2026-01-20,US,cheque,refunded
101947,5216.0,Maison,23.89,EUR,2025-10-19,be,carte_bancaire,refunded
102634,5586.0,maison,113.29,,2026-05-15,SUISSE,cheque,pending
101029,5725.0,BEAUTE,-11.6,EUR,06/05/2026,Allemagne,carte_bancaire,refunded
100530,5055.0,SPORT,-43.59,EUR,31-May-2025,BE,carte_bancaire,COMPLETED 
101818,5508.0,Beaute,20.29,EUR,08-02-2026,fr,paypal,COMPLETED 
100049,5481.0,Maison,5.02,EUR,2025/10/09 14:42,SUISSE,carte_bancaire,pending
100858,5454.0,MODE,14.92,,2025/05/16 17:57,France,virement,COMPLETED 
100719,5441.0,SPORT,23.31,EUR,2025/08/07 22:28,Belgique,null,Completed
102256,5142.0,Ã‰lectronique,54.5,EUR,-,Etats-Unis,paypal,pending
101366,5665.0,Sports,,EUR,08-01-2026,be,paypal,failed
102318,5137.0,BEAUTE,14.84,EUR,09/05/2025,FRANCE,cheque,COMPLETED 
102770,5046.0,maison,20.38,EUR,11-Apr-2026,be,carte_bancaire,Completed
101559,5007.0,Électronique,19.22,eur,06-06-2026,SUISSE,paypal,completed
102194,5472.0,livres,29.1,USD,18/11/2025,Belgique,cheque,refunded
101374,5190.0,beauté,92.21,EUR,2025-04-22,ch,paypal,pending
102593,5284.0,MODE,12925.0,EUR,2025-11-04,BELGIQUE,carte_bancaire,COMPLETED 
101321,5626.0,Electronique,39.52,EUR,20/07/2026,GERMANY,paypal,failed
101068,5488.0,Maison,16.1,EUR,17/09/2025,USA,paypal,refunded
101711,5011.0,beauté,22.01,EUR,15/04/2026,Etats-Unis,cheque,pending
102606,5328.0,Beaute,14.24,EUR,01-20-2026,Etats-Unis,null,completed
102711,5118.0,Electronique,97.43,EUR,08-15-2026,France,paypal,refunded
101577,5552.0,Beauté ,69.98,EUR,unknown,Francia,paypal,completed
100297,5600.0,Électronique,"32,35€",EUR,03-29-2025,FRANCE,paypal,refunded
101269,5248.0,Livre,74.63,,18-Nov-2025,Belgique,carte_bancaire,pending
102111,5220.0,BEAUTE,21.19,EUR,2026/04/15 01:30,US,cheque,COMPLETED 
100748,5228.0,Maisons,20485.0,EUR,2025/11/27 20:49,Etats-Unis,carte_bancaire,refunded
101263,5496.0,MODE,"10,71€",eur,29/07/2026,ch,paypal,refunded
101288,5311.0,Sport,$9.09,EUR,09-22-2025,DE,carte_bancaire,refunded
100349,5608.0,Beaute,20.24,EUR,2025/10/28 16:37,United States,carte_bancaire,refunded
101326,5272.0,Mode,10.53,EUR,16-Oct-2025,États-Unis,cheque,completed
100643,5008.0,MAISON ,6.34,EUR,05-31-2025,DE,virement,COMPLETED 
101330,5311.0,Électronique,97.29,EUR,2026/06/09 20:16,United States,carte_bancaire,Completed
100051,5423.0,Électronique,16.75,EUR,10-04-2025,GERMANY,paypal,COMPLETED 
100122,5459.0,Beauté ,7.16,EUR,unknown,USA,paypal,failed
101322,5513.0,Beauté ,23.02,EUR,2025-04-13,BE,cheque,COMPLETED 
101106,5494.0,MODE,42.58,EUR,22/04/2026,DE,cheque,refunded
102213,,beauté,16.33,USD,04-18-2026,be,virement,failed
101123,5203.0,sport,8.77,EUR,22/02/2026,DE,carte_bancaire,refunded
102447,5132.0, mode,19.87,eur,24/05/2025,ch,paypal,Completed
102410,5028.0,MODE,51.26,EUR,28-Dec-2025,USA,paypal,pending
101637,5084.0,MAISON ,"35,92€",EUR,25/01/2026,Belgique,cheque,failed
100786,5519.0,Électronique,51.96,eur,09-11-2026,SUISSE,carte_bancaire,refunded
102776,5750.0,Maisons,19.48,EUR,06-15-2026,USA,paypal,COMPLETED 
100140,5552.0,MODE,"30,11€",EUR,2025-12-09,GERMANY,paypal,refunded
100788,5208.0,Sport,23.03,EUR,2026-01-19,be,carte_bancaire,pending
101949,5586.0,LIVRES,23.42,USD,02-Aug-2026,United States,carte_bancaire,Completed
102097,5421.0,LIVRES,9.35,EUR,04-22-2026,FR,virement,COMPLETED 
100714,5745.0,Livre,-23.72,EUR,19/12/2025,BELGIQUE,virement,Completed
101869,5399.0,beauté,,EUR,07-30-2025,BELGIQUE,virement,failed
101640,5620.0,BEAUTE,,EUR,08-17-2025,Suisse,carte_bancaire,Completed
101918,5254.0,livres,null,EUR,05-12-2025,US,carte_bancaire,refunded
100137,5107.0,Modes,"26,68€",USD,29/04/2025,DE,cheque,refunded
100618,5157.0,electronique ,-37.82,EUR,2026-04-12,de,virement,failed
100406,5797.0,ELECTRONIQUE,4695.0,,2025-05-09,BELGIQUE,paypal,refunded
101791,5536.0,Sports,,USD,12/07/2025,BELGIQUE,virement,completed
101226,5560.0,Electronique,25.52,eur,10/05/2026,United States,virement,COMPLETED 
101146,5282.0,SPORT,-9.15,EUR,2026-05-23,USA,carte_bancaire,completed
102275,5123.0,beauté,9.23,EUR,05-Sep-2026,United States,virement,pending
102462,5142.0,livres,,EUR,25/11/2025,fr,carte_bancaire,failed
100497,5656.0,Mode,20.67,EUR,2025/06/22 05:12,de,cheque,COMPLETED 
100342,5309.0,MODE,30.58,,05/04/2025,SUISSE,carte_bancaire,pending
101957,5284.0,Beaute,$413.22,USD,01-12-2026,fr,virement,pending
102338,5074.0,MAISON ,"24,69€",EUR,N/A,France,carte_bancaire,completed
100782,5159.0,beauté,34.54,EUR,2026/04/20 05:28,US,virement,COMPLETED 
101557,5404.0,Electronique,11.91,EUR,21-Jan-2026,Francia,paypal,failed
100303,5717.0,MAISON ,42.49,EUR,05/02/2026,SUISSE,paypal,Completed
101765,5612.0,Beaute,$11.49,EUR,01-23-2026,CH,paypal,pending
100664,5651.0,sport,12.92,EUR,16/05/2026,CH,cheque,COMPLETED 
102243,5550.0, mode,6.0,,24-Jun-2025,BE,paypal,Completed
101551,5288.0,beauté,$20.42,eur,27/12/2025,United States,virement,refunded
100132,5658.0,Livres,11.98,EUR,2026/02/08 04:04,Suisse,cheque,pending
100008,5367.0,Beauté ,70.93,EUR,02-25-2026,DE,carte_bancaire,completed
100084,5446.0,Électronique,11.85,EUR,10-28-2025,SUISSE,cheque,failed
102281,5660.0,Sports,13.33,EUR,10-15-2025,FR,virement,failed
100941,5661.0,Modes,53.8,eur,12-12-2025,Suisse,virement,completed
100961,,Electroniqe,,EUR,,BE,virement,COMPLETED 
100841,5520.0,Électronique,,EUR,04-07-2026,United States,cheque,completed
101562,,LIVRES,2.77,EUR,2025-05-10,DE,carte_bancaire,pending
102847,5165.0,Modes,11.55,eur,02-01-2026,Suisse,cheque,completed
102529,5472.0,MAISON ,8.87,EUR,20/06/2026,Belgique,carte_bancaire,failed
101352,5440.0,MAISON ,,EUR,2026/09/03 22:26,Allemagne,carte_bancaire,Completed
100290,5696.0,sport,20.34,EUR,25-Mar-2025,GERMANY,paypal,Completed
101907,5585.0,electronique ,8.9,EUR,2026/01/26 18:16,Allemagne,virement,failed
101190,5593.0,sport,26.97,,16-Apr-2026,Allemagne,virement,pending
100604,5504.0,Électronique,35.59,EUR,2026/04/05 23:52,BELGIQUE,cheque,COMPLETED 
102471,5357.0,beauté,205.92,EUR,01/10/2025,CH,virement,pending
100916,5774.0, mode,42.4,EUR,07/03/2026,de,cheque,pending
101569,5385.0,LIVRES,$15.24,EUR,2025-05-03,United States,virement,refunded
101740,5607.0,beauté,22.33,,14-Jun-2025,fr,cheque,failed
101099,5519.0,maison,33.51,EUR,01-25-2026,de,carte_bancaire,pending
101088,5135.0,MAISON ,19.43,eur,2025-10-14,BE,virement,failed
102378,5536.0,MODE,16.91,,2026/02/11 02:40,US,carte_bancaire,failed
101377,5476.0,Electroniqe,62.55,EUR,2026/09/19 09:46,GERMANY,paypal,pending
100821,5065.0,MODE,null,EUR,10-21-2025,BELGIQUE,cheque,completed
102543,5189.0,Sport,18.59,EUR,03-24-2025,Belgique,paypal,Completed
