customer_id,avg_basket_30d,recency_days,nb_orders_90d,category_pref,week
6534,37.21,7.8,3,Jardin,production_semaine_courante
6535,36.93,3.8,1,Jardin,production_semaine_courante
6536,64.68,,3,Jardin,production_semaine_courante
6537,78.01,4.1,3,Jardin,production_semaine_courante
6538,17.45,18.1,1,Mode,production_semaine_courante
6539,181.62,36.4,1,Maison,production_semaine_courante
6540,64.33,1.5,0,Mode,production_semaine_courante
6541,90.63,12.1,0,Livres,production_semaine_courante
6542,50.45,17.8,2,Mode,production_semaine_courante
6543,87.17,4.9,4,Mode,production_semaine_courante
6544,57.53,12.7,0,Jardin,production_semaine_courante
6545,52.78,18.8,2,Livres,production_semaine_courante
6546,16.08,27.3,3,Jardin,production_semaine_courante
6547,94.61,9.0,1,Electronique,production_semaine_courante
6548,35.81,20.7,2,Maison,production_semaine_courante
6549,26.8,,1,Mode,production_semaine_courante
6550,41.41,3.6,1,Electronique,production_semaine_courante
6551,35.02,3.1,0,Mode,production_semaine_courante
6552,7.66,6.7,0,Maison,production_semaine_courante
6553,158.36,0.5,1,Electronique,production_semaine_courante
6554,123.82,5.0,1,Beaute,production_semaine_courante
6555,56.57,15.8,1,Maison,production_semaine_courante
6556,109.41,15.7,3,Electronique,production_semaine_courante
6557,114.1,1.1,1,Livres,production_semaine_courante
6558,47.53,5.1,0,Livres,production_semaine_courante
6559,160.83,12.6,0,Jardin,production_semaine_courante
6560,28.44,,1,Sport,production_semaine_courante
6561,25.01,8.1,2,Jardin,production_semaine_courante
6562,145.53,18.7,1,Jardin,production_semaine_courante
6563,82.99,0.1,2,Beaute,production_semaine_courante
6564,34.64,,1,Maison,production_semaine_courante
6565,67.24,2.3,4,Electronique,production_semaine_courante
6566,62.63,2.0,1,Livres,production_semaine_courante
6567,57.29,47.9,1,Beaute,production_semaine_courante
6568,34.43,7.1,0,Jardin,production_semaine_courante
6569,34.07,11.2,1,Beaute,production_semaine_courante
6570,128.24,19.9,1,Jardin,production_semaine_courante
6571,53.06,0.7,2,Jardin,production_semaine_courante
6572,135.03,4.1,2,Jardin,production_semaine_courante
6573,13.47,26.8,1,Maison,production_semaine_courante
6574,115.58,29.7,1,Electronique,production_semaine_courante
6575,26.64,7.0,1,Jardin,production_semaine_courante
6576,215.53,7.0,4,Jardin,production_semaine_courante
6577,100.97,21.2,0,Mode,production_semaine_courante
6578,29.23,5.2,3,Jardin,production_semaine_courante
6579,115.34,1.9,0,Beaute,production_semaine_courante
6580,21.84,,1,Electronique,production_semaine_courante
6581,58.4,7.3,0,Sport,production_semaine_courante
6582,8.59,0.8,1,Jardin,production_semaine_courante
6583,15.71,9.8,1,Sport,production_semaine_courante
6584,42.82,20.2,2,Jardin,production_semaine_courante
6585,131.45,10.8,2,Electronique,production_semaine_courante
6586,15.76,1.1,2,Livres,production_semaine_courante
6587,130.0,8.7,1,Jardin,production_semaine_courante
6588,11.76,18.5,2,Sport,production_semaine_courante
6589,129.8,0.9,3,Maison,production_semaine_courante
6590,46.38,0.9,2,Beaute,production_semaine_courante
6591,32.53,6.9,1,Jardin,production_semaine_courante
6592,171.0,3.3,1,Mode,production_semaine_courante
6593,437.24,41.0,0,Maison,production_semaine_courante
6594,58.96,13.1,0,Mode,production_semaine_courante
6595,92.18,5.1,1,Sport,production_semaine_courante
6596,44.88,18.3,0,Sport,production_semaine_courante
6597,150.1,7.0,4,Jardin,production_semaine_courante
6598,96.6,2.1,2,Maison,production_semaine_courante
6599,103.24,4.1,1,Beaute,production_semaine_courante
6600,64.08,,2,Jardin,production_semaine_courante
6601,86.61,,0,Maison,production_semaine_courante
6602,64.04,4.8,0,Livres,production_semaine_courante
6603,60.96,3.5,3,Jardin,production_semaine_courante
6604,128.3,,0,Maison,production_semaine_courante
6605,98.88,17.2,1,Mode,production_semaine_courante
6606,43.49,26.2,4,Sport,production_semaine_courante
6607,128.65,18.9,3,Maison,production_semaine_courante
6608,92.59,15.6,4,Mode,production_semaine_courante
6609,90.84,37.2,0,Jardin,production_semaine_courante
6610,61.75,,1,Sport,production_semaine_courante
6611,23.67,,0,Jardin,production_semaine_courante
6612,121.31,8.0,0,Mode,production_semaine_courante
6613,161.98,7.0,2,Jardin,production_semaine_courante
6614,35.0,8.1,0,Jardin,production_semaine_courante
6615,47.58,3.5,2,Jardin,production_semaine_courante
6616,34.92,2.4,0,Maison,production_semaine_courante
6617,17.74,10.7,3,Sport,production_semaine_courante
6618,198.56,39.5,1,Beaute,production_semaine_courante
6619,46.71,7.5,0,Jardin,production_semaine_courante
6620,126.97,0.7,2,Jardin,production_semaine_courante
6621,144.74,18.4,3,Electronique,production_semaine_courante
6622,27.88,5.2,0,Jardin,production_semaine_courante
6623,182.82,4.2,1,Jardin,production_semaine_courante
6624,51.12,5.9,0,Beaute,production_semaine_courante
6625,116.98,19.3,2,Mode,production_semaine_courante
6626,146.33,25.6,1,Jardin,production_semaine_courante
6627,45.78,13.3,0,Sport,production_semaine_courante
6628,27.09,5.8,2,Jardin,production_semaine_courante
6629,37.96,5.6,1,Jardin,production_semaine_courante
6630,125.81,2.0,2,Electronique,production_semaine_courante
6631,213.12,,0,Beaute,production_semaine_courante
6632,58.3,15.2,3,Sport,production_semaine_courante
6633,48.36,0.4,2,Jardin,production_semaine_courante
6634,318.25,16.3,1,Mode,production_semaine_courante
6635,107.58,8.9,3,Mode,production_semaine_courante
6636,21.42,53.9,0,Jardin,production_semaine_courante
6637,33.07,25.6,2,Electronique,production_semaine_courante
6638,15.25,2.8,0,Livres,production_semaine_courante
6639,83.02,19.1,0,Maison,production_semaine_courante
6640,63.63,10.0,2,Beaute,production_semaine_courante
6641,53.47,3.1,1,Beaute,production_semaine_courante
6642,20.55,18.0,0,Maison,production_semaine_courante
6643,34.04,,3,Jardin,production_semaine_courante
6644,63.89,,0,Electronique,production_semaine_courante
6645,65.39,15.6,2,Maison,production_semaine_courante
6646,107.88,15.1,3,Maison,production_semaine_courante
6647,10.78,2.3,2,Beaute,production_semaine_courante
6648,121.95,6.4,0,Maison,production_semaine_courante
6649,38.35,13.2,0,Electronique,production_semaine_courante
6650,84.36,2.2,2,Jardin,production_semaine_courante
6651,184.49,,1,Maison,production_semaine_courante
6652,60.33,0.4,2,Maison,production_semaine_courante
6653,175.38,1.6,2,Maison,production_semaine_courante
6654,291.25,1.9,0,Mode,production_semaine_courante
6655,69.08,11.3,2,Electronique,production_semaine_courante
6656,256.66,14.5,0,Electronique,production_semaine_courante
6657,33.52,7.8,1,Mode,production_semaine_courante
6658,87.32,5.1,1,Mode,production_semaine_courante
6659,53.16,24.9,1,Maison,production_semaine_courante
6660,71.68,,0,Beaute,production_semaine_courante
6661,54.69,4.9,1,Beaute,production_semaine_courante
6662,9.92,0.6,2,Electronique,production_semaine_courante
6663,82.84,0.2,0,Jardin,production_semaine_courante
6664,41.9,6.5,0,Jardin,production_semaine_courante
6665,126.96,3.3,2,Jardin,production_semaine_courante
6666,156.68,4.7,1,Maison,production_semaine_courante
6667,32.81,25.8,1,Livres,production_semaine_courante
6668,19.23,2.7,1,Mode,production_semaine_courante
6669,33.34,22.7,2,Jardin,production_semaine_courante
6670,27.14,16.9,2,Mode,production_semaine_courante
6671,38.27,5.9,0,Maison,production_semaine_courante
6672,59.55,11.9,1,Sport,production_semaine_courante
6673,119.06,8.8,0,Beaute,production_semaine_courante
6674,170.43,2.1,3,Beaute,production_semaine_courante
6675,136.17,35.7,2,Electronique,production_semaine_courante
6676,228.68,12.6,1,Maison,production_semaine_courante
6677,22.06,31.8,3,Jardin,production_semaine_courante
6678,62.45,26.0,1,Jardin,production_semaine_courante
6679,33.23,1.2,2,Beaute,production_semaine_courante
6680,130.91,3.5,0,Beaute,production_semaine_courante
6681,78.15,2.4,1,Electronique,production_semaine_courante
6682,35.08,26.6,0,Mode,production_semaine_courante
6683,119.35,29.8,2,Mode,production_semaine_courante
6684,129.7,,2,Sport,production_semaine_courante
6685,53.39,1.7,3,Livres,production_semaine_courante
6686,103.43,2.2,1,Sport,production_semaine_courante
6687,69.08,25.2,2,Electronique,production_semaine_courante
6688,52.31,39.7,0,Maison,production_semaine_courante
6689,53.51,3.3,2,Mode,production_semaine_courante
6690,39.89,0.2,5,Jardin,production_semaine_courante
6691,78.88,6.0,3,Mode,production_semaine_courante
6692,62.28,0.5,0,Sport,production_semaine_courante
6693,98.82,26.4,0,Livres,production_semaine_courante
6694,4.85,10.1,3,Mode,production_semaine_courante
6695,101.2,15.4,1,Electronique,production_semaine_courante
6696,1.3,8.0,0,Beaute,production_semaine_courante
6697,100.35,6.4,3,Electronique,production_semaine_courante
6698,71.46,3.8,0,Beaute,production_semaine_courante
6699,7.9,22.1,3,Jardin,production_semaine_courante
6700,69.92,17.8,0,Maison,production_semaine_courante
6701,106.06,6.7,1,Sport,production_semaine_courante
6702,68.81,5.8,0,Jardin,production_semaine_courante
6703,62.84,0.0,4,Sport,production_semaine_courante
6704,47.62,1.0,0,Jardin,production_semaine_courante
6705,79.35,14.6,0,Mode,production_semaine_courante
6706,93.36,10.8,1,Livres,production_semaine_courante
6707,58.42,8.6,1,Livres,production_semaine_courante
6708,64.22,26.4,1,Jardin,production_semaine_courante
6709,30.76,10.5,1,Electronique,production_semaine_courante
6710,122.42,7.3,2,Mode,production_semaine_courante
6711,31.92,2.6,1,Electronique,production_semaine_courante
6712,81.39,,3,Jardin,production_semaine_courante
6713,63.7,12.9,0,Maison,production_semaine_courante
6714,32.72,1.5,0,Jardin,production_semaine_courante
6715,140.6,,0,Mode,production_semaine_courante
6716,11.8,8.3,1,Electronique,production_semaine_courante
6717,52.83,25.0,2,Mode,production_semaine_courante
6718,71.77,37.7,0,Beaute,production_semaine_courante
6719,188.39,13.8,0,Jardin,production_semaine_courante
6720,103.02,19.7,1,Maison,production_semaine_courante
6721,17.79,0.9,0,Jardin,production_semaine_courante
6722,13.55,12.3,0,Mode,production_semaine_courante
6723,165.37,21.1,1,Livres,production_semaine_courante
6724,160.7,10.3,0,Livres,production_semaine_courante
6725,111.42,13.5,1,Mode,production_semaine_courante
6726,37.31,,1,Electronique,production_semaine_courante
6727,38.34,3.3,1,Maison,production_semaine_courante
6728,14.1,1.6,1,Electronique,production_semaine_courante
6729,122.06,17.6,4,Jardin,production_semaine_courante
6730,23.69,26.0,0,Jardin,production_semaine_courante
6731,84.69,28.5,0,Livres,production_semaine_courante
6732,68.26,15.4,0,Livres,production_semaine_courante
6733,49.32,26.9,1,Mode,production_semaine_courante
6734,41.95,18.1,0,Electronique,production_semaine_courante
6735,85.45,1.4,1,Jardin,production_semaine_courante
6736,167.94,21.5,3,Beaute,production_semaine_courante
6737,94.06,3.0,1,Livres,production_semaine_courante
6738,61.66,4.0,0,Jardin,production_semaine_courante
6739,121.43,7.5,2,Maison,production_semaine_courante
6740,185.29,,3,Electronique,production_semaine_courante
6741,35.32,5.8,1,Jardin,production_semaine_courante
6742,77.34,2.8,1,Sport,production_semaine_courante
6743,29.92,5.2,2,Jardin,production_semaine_courante
6744,172.8,0.3,1,Maison,production_semaine_courante
6745,96.87,9.6,0,Mode,production_semaine_courante
6746,68.47,,4,Mode,production_semaine_courante
6747,48.8,29.7,2,Livres,production_semaine_courante
6748,95.46,25.8,2,Beaute,production_semaine_courante
6749,284.15,8.1,1,Maison,production_semaine_courante
6750,43.65,,1,Sport,production_semaine_courante
6751,5.81,5.1,2,Sport,production_semaine_courante
6752,81.38,0.9,2,Mode,production_semaine_courante
6753,56.52,16.9,1,Maison,production_semaine_courante
6754,36.3,15.7,2,Mode,production_semaine_courante
6755,120.64,24.3,0,Maison,production_semaine_courante
6756,95.18,14.4,1,Sport,production_semaine_courante
6757,40.78,2.6,0,Mode,production_semaine_courante
6758,200.67,28.8,1,Maison,production_semaine_courante
6759,218.21,14.8,0,Maison,production_semaine_courante
6760,34.34,24.7,2,Mode,production_semaine_courante
6761,56.88,22.3,2,Jardin,production_semaine_courante
6762,199.6,5.3,0,Electronique,production_semaine_courante
6763,34.44,1.2,1,Beaute,production_semaine_courante
6764,72.43,2.9,2,Mode,production_semaine_courante
6765,88.19,1.5,2,Jardin,production_semaine_courante
6766,104.76,4.2,0,Jardin,production_semaine_courante
6767,222.69,9.2,1,Maison,production_semaine_courante
6768,160.66,35.6,0,Jardin,production_semaine_courante
6769,59.12,30.8,1,Mode,production_semaine_courante
6770,85.74,19.0,1,Electronique,production_semaine_courante
6771,94.59,0.4,4,Maison,production_semaine_courante
6772,28.55,6.3,1,Maison,production_semaine_courante
6773,23.01,17.2,1,Maison,production_semaine_courante
6774,50.24,2.1,2,Maison,production_semaine_courante
6775,84.0,24.2,0,Maison,production_semaine_courante
6776,60.48,36.9,0,Livres,production_semaine_courante
6777,3.44,6.6,1,Mode,production_semaine_courante
6778,31.28,18.4,1,Electronique,production_semaine_courante
6779,264.45,2.4,1,Sport,production_semaine_courante
6780,263.09,17.6,1,Maison,production_semaine_courante
6781,102.46,0.3,2,Electronique,production_semaine_courante
6782,193.97,2.5,0,Electronique,production_semaine_courante
6783,168.49,18.6,1,Sport,production_semaine_courante
6784,154.25,18.7,0,Mode,production_semaine_courante
6785,74.81,15.4,1,Jardin,production_semaine_courante
6786,28.88,9.7,0,Mode,production_semaine_courante
6787,116.14,16.9,1,Electronique,production_semaine_courante
6788,78.23,22.3,1,Maison,production_semaine_courante
6789,23.34,50.9,2,Jardin,production_semaine_courante
6790,84.15,32.9,2,Beaute,production_semaine_courante
6791,65.21,23.7,2,Maison,production_semaine_courante
6792,38.48,17.8,1,Electronique,production_semaine_courante
6793,53.75,12.8,0,Sport,production_semaine_courante
6794,190.96,,2,Mode,production_semaine_courante
6795,39.57,2.7,1,Beaute,production_semaine_courante
6796,57.32,25.7,3,Beaute,production_semaine_courante
6797,59.53,24.4,0,Mode,production_semaine_courante
6798,38.68,14.3,0,Electronique,production_semaine_courante
6799,7.85,,1,Jardin,production_semaine_courante
6800,112.66,,3,Beaute,production_semaine_courante
6801,88.52,5.9,0,Jardin,production_semaine_courante
6802,24.76,8.2,1,Mode,production_semaine_courante
6803,88.49,10.0,2,Livres,production_semaine_courante
6804,199.05,,0,Electronique,production_semaine_courante
6805,125.73,1.7,2,Mode,production_semaine_courante
6806,84.3,11.0,3,Livres,production_semaine_courante
6807,59.46,6.9,1,Jardin,production_semaine_courante
6808,61.54,69.2,2,Maison,production_semaine_courante
6809,203.14,29.7,1,Jardin,production_semaine_courante
6810,30.21,8.7,0,Livres,production_semaine_courante
6811,32.14,121.5,1,Maison,production_semaine_courante
6812,15.46,10.8,1,Jardin,production_semaine_courante
6813,101.52,2.7,1,Sport,production_semaine_courante
6814,234.15,12.2,0,Beaute,production_semaine_courante
6815,163.76,3.8,1,Sport,production_semaine_courante
6816,47.43,15.2,0,Sport,production_semaine_courante
6817,76.04,41.6,1,Jardin,production_semaine_courante
6818,46.09,23.1,2,Mode,production_semaine_courante
6819,102.46,4.8,0,Electronique,production_semaine_courante
6820,38.14,5.3,2,Jardin,production_semaine_courante
6821,23.0,1.1,0,Jardin,production_semaine_courante
6822,112.51,,0,Maison,production_semaine_courante
6823,149.87,1.5,0,Mode,production_semaine_courante
6824,100.1,10.4,0,Livres,production_semaine_courante
6825,221.38,18.5,0,Electronique,production_semaine_courante
6826,37.72,,1,Maison,production_semaine_courante
6827,98.4,0.9,1,Electronique,production_semaine_courante
6828,27.69,6.2,1,Beaute,production_semaine_courante
6829,49.44,5.1,2,Electronique,production_semaine_courante
6830,48.02,1.7,0,Beaute,production_semaine_courante
6831,98.94,6.8,1,Livres,production_semaine_courante
6832,15.44,5.3,4,Sport,production_semaine_courante
6833,114.33,15.1,1,Mode,production_semaine_courante
6834,97.78,32.2,3,Electronique,production_semaine_courante
6835,146.71,9.1,1,Maison,production_semaine_courante
6836,81.78,20.6,2,Sport,production_semaine_courante
6837,87.17,2.4,3,Beaute,production_semaine_courante
6838,76.41,33.8,0,Electronique,production_semaine_courante
6839,26.18,2.5,2,Livres,production_semaine_courante
6840,113.4,3.2,4,Livres,production_semaine_courante
6841,190.78,1.7,1,Maison,production_semaine_courante
6842,77.32,5.6,1,Maison,production_semaine_courante
6843,132.64,,3,Jardin,production_semaine_courante
6844,154.9,66.3,0,Jardin,production_semaine_courante
6845,23.52,23.7,1,Jardin,production_semaine_courante
6846,57.08,7.2,2,Maison,production_semaine_courante
6847,62.41,12.9,2,Jardin,production_semaine_courante
6848,59.52,14.6,3,Electronique,production_semaine_courante
6849,63.34,26.0,2,Maison,production_semaine_courante
6850,86.23,20.0,2,Sport,production_semaine_courante
6851,127.4,12.6,1,Maison,production_semaine_courante
6852,39.82,,0,Beaute,production_semaine_courante
6853,70.03,20.6,1,Mode,production_semaine_courante
6854,76.07,2.1,0,Jardin,production_semaine_courante
6855,61.97,3.4,1,Beaute,production_semaine_courante
6856,94.92,17.5,4,Jardin,production_semaine_courante
6857,160.43,28.5,0,Electronique,production_semaine_courante
6858,89.95,7.9,1,Beaute,production_semaine_courante
6859,107.01,,1,Maison,production_semaine_courante
6860,21.85,3.7,1,Sport,production_semaine_courante
6861,57.57,8.1,1,Livres,production_semaine_courante
6862,62.88,7.1,0,Mode,production_semaine_courante
6863,29.72,40.0,4,Mode,production_semaine_courante
6864,15.46,5.0,1,Livres,production_semaine_courante
6865,40.11,9.5,0,Sport,production_semaine_courante
6866,53.97,3.1,1,Mode,production_semaine_courante
6867,52.35,11.0,1,Sport,production_semaine_courante
6868,128.63,29.2,0,Sport,production_semaine_courante
6869,38.66,5.4,1,Livres,production_semaine_courante
6870,152.24,25.0,1,Electronique,production_semaine_courante
6871,6.1,36.3,2,Beaute,production_semaine_courante
6872,149.67,1.1,1,Beaute,production_semaine_courante
6873,131.25,21.2,3,Livres,production_semaine_courante
6874,4.18,4.4,0,Jardin,production_semaine_courante
6875,103.55,2.9,0,Maison,production_semaine_courante
6876,79.11,13.8,0,Maison,production_semaine_courante
6877,37.91,18.3,0,Electronique,production_semaine_courante
6878,198.32,7.5,1,Maison,production_semaine_courante
6879,46.09,0.6,1,Electronique,production_semaine_courante
6880,114.79,35.9,6,Jardin,production_semaine_courante
6881,57.48,19.7,2,Jardin,production_semaine_courante
6882,129.01,4.8,0,Maison,production_semaine_courante
6883,49.45,10.3,3,Mode,production_semaine_courante
6884,47.8,0.4,1,Electronique,production_semaine_courante
6885,103.52,,1,Jardin,production_semaine_courante
6886,51.29,11.1,1,Jardin,production_semaine_courante
6887,49.51,,0,Mode,production_semaine_courante
6888,71.16,3.5,0,Beaute,production_semaine_courante
6889,82.98,22.5,1,Mode,production_semaine_courante
6890,84.12,5.3,0,Mode,production_semaine_courante
6891,111.94,13.0,1,Electronique,production_semaine_courante
6892,86.13,4.8,1,Beaute,production_semaine_courante
6893,82.55,8.3,1,Electronique,production_semaine_courante
6894,19.08,3.5,3,Electronique,production_semaine_courante
6895,135.84,15.0,3,Electronique,production_semaine_courante
6896,62.32,8.3,2,Maison,production_semaine_courante
6897,15.33,0.2,1,Livres,production_semaine_courante
6898,141.81,0.4,1,Mode,production_semaine_courante
6899,43.42,9.6,3,Jardin,production_semaine_courante
6900,26.06,3.0,2,Mode,production_semaine_courante
6901,106.95,13.2,1,Maison,production_semaine_courante
6902,64.5,7.9,0,Mode,production_semaine_courante
6903,97.3,15.9,1,Mode,production_semaine_courante
6904,48.01,45.7,0,Electronique,production_semaine_courante
6905,13.91,11.3,2,Mode,production_semaine_courante
6906,38.14,23.2,0,Jardin,production_semaine_courante
6907,157.33,21.0,1,Livres,production_semaine_courante
6908,22.65,38.2,1,Jardin,production_semaine_courante
6909,134.28,3.6,1,Electronique,production_semaine_courante
6910,96.33,26.3,2,Sport,production_semaine_courante
6911,77.11,35.4,2,Mode,production_semaine_courante
6912,107.2,7.5,2,Livres,production_semaine_courante
6913,152.19,5.6,1,Jardin,production_semaine_courante
6914,149.82,45.6,0,Jardin,production_semaine_courante
6915,53.62,14.8,2,Electronique,production_semaine_courante
6916,48.87,7.2,3,Maison,production_semaine_courante
6917,112.97,23.5,2,Electronique,production_semaine_courante
6918,41.73,,1,Electronique,production_semaine_courante
6919,22.91,,2,Electronique,production_semaine_courante
6920,37.46,11.8,1,Mode,production_semaine_courante
6921,15.01,12.5,0,Maison,production_semaine_courante
6922,52.61,26.2,2,Maison,production_semaine_courante
6923,109.2,9.2,1,Maison,production_semaine_courante
6924,66.94,25.3,2,Jardin,production_semaine_courante
6925,40.56,5.6,0,Electronique,production_semaine_courante
6926,54.37,12.8,1,Mode,production_semaine_courante
6927,88.94,3.5,2,Beaute,production_semaine_courante
6928,70.49,7.3,3,Beaute,production_semaine_courante
6929,40.85,29.2,1,Mode,production_semaine_courante
6930,118.49,3.6,3,Jardin,production_semaine_courante
6931,79.84,24.9,1,Maison,production_semaine_courante
6932,67.4,5.0,2,Maison,production_semaine_courante
6933,203.55,0.5,3,Maison,production_semaine_courante
6934,77.24,1.7,2,Maison,production_semaine_courante
6935,26.18,,0,Beaute,production_semaine_courante
6936,7.82,4.6,0,Maison,production_semaine_courante
6937,6.67,15.9,3,Mode,production_semaine_courante
6938,74.38,18.0,3,Jardin,production_semaine_courante
6939,91.69,6.3,3,Maison,production_semaine_courante
6940,173.94,9.7,2,Livres,production_semaine_courante
6941,161.43,7.8,1,Maison,production_semaine_courante
6942,62.95,,3,Maison,production_semaine_courante
6943,56.35,5.8,1,Mode,production_semaine_courante
6944,42.99,3.0,1,Jardin,production_semaine_courante
6945,138.11,,1,Livres,production_semaine_courante
6946,65.25,16.6,0,Electronique,production_semaine_courante
6947,36.92,17.9,0,Electronique,production_semaine_courante
6948,65.37,38.7,2,Jardin,production_semaine_courante
6949,59.63,32.0,2,Jardin,production_semaine_courante
6950,53.38,5.1,2,Sport,production_semaine_courante
6951,41.31,9.1,1,Sport,production_semaine_courante
6952,153.87,20.6,1,Jardin,production_semaine_courante
6953,60.48,37.3,2,Electronique,production_semaine_courante
6954,43.97,,0,Livres,production_semaine_courante
6955,34.71,8.8,0,Sport,production_semaine_courante
6956,94.96,,1,Livres,production_semaine_courante
6957,114.83,,2,Electronique,production_semaine_courante
6958,51.61,,1,Beaute,production_semaine_courante
6959,44.02,35.2,2,Beaute,production_semaine_courante
6960,141.54,24.3,3,Jardin,production_semaine_courante
6961,31.01,4.2,1,Livres,production_semaine_courante
6962,58.3,5.9,3,Jardin,production_semaine_courante
6963,69.43,6.5,2,Jardin,production_semaine_courante
6964,86.52,36.6,2,Maison,production_semaine_courante
6965,66.68,102.7,4,Electronique,production_semaine_courante
6966,1.17,22.3,1,Beaute,production_semaine_courante
6967,97.3,9.9,1,Jardin,production_semaine_courante
6968,1.22,0.2,0,Electronique,production_semaine_courante
6969,41.12,,1,Beaute,production_semaine_courante
6970,153.84,7.4,0,Electronique,production_semaine_courante
6971,33.58,15.0,1,Electronique,production_semaine_courante
6972,39.4,14.0,1,Livres,production_semaine_courante
6973,90.33,9.8,1,Livres,production_semaine_courante
6974,97.29,43.3,2,Beaute,production_semaine_courante
6975,13.63,0.4,1,Jardin,production_semaine_courante
6976,108.74,18.7,1,Electronique,production_semaine_courante
6977,90.42,7.9,2,Electronique,production_semaine_courante
6978,30.72,,1,Jardin,production_semaine_courante
6979,87.26,16.9,2,Sport,production_semaine_courante
6980,45.53,,0,Mode,production_semaine_courante
6981,115.24,5.0,1,Livres,production_semaine_courante
6982,150.15,3.1,1,Jardin,production_semaine_courante
6983,118.5,2.7,1,Livres,production_semaine_courante
6984,167.81,19.6,1,Jardin,production_semaine_courante
6985,75.21,4.1,2,Mode,production_semaine_courante
6986,26.69,9.7,0,Mode,production_semaine_courante
6987,64.68,4.3,0,Jardin,production_semaine_courante
6988,58.73,13.0,0,Beaute,production_semaine_courante
6989,65.82,19.1,0,Mode,production_semaine_courante
6990,53.8,6.0,1,Sport,production_semaine_courante
6991,108.56,13.9,1,Livres,production_semaine_courante
6992,59.18,26.1,1,Mode,production_semaine_courante
6993,73.46,1.5,1,Livres,production_semaine_courante
6994,19.28,18.6,0,Electronique,production_semaine_courante
6995,68.49,5.9,3,Maison,production_semaine_courante
6996,26.79,2.0,2,Livres,production_semaine_courante
6997,19.65,11.8,0,Electronique,production_semaine_courante
6998,128.45,3.8,0,Mode,production_semaine_courante
6999,116.97,25.8,1,Jardin,production_semaine_courante
7000,138.88,0.7,1,Livres,production_semaine_courante
7001,108.45,1.6,2,Sport,production_semaine_courante
7002,155.49,,3,Mode,production_semaine_courante
7003,29.73,13.3,1,Maison,production_semaine_courante
7004,15.1,19.6,3,Beaute,production_semaine_courante
7005,29.42,4.5,2,Mode,production_semaine_courante
7006,105.58,,4,Sport,production_semaine_courante
7007,59.34,45.9,0,Maison,production_semaine_courante
7008,79.12,10.4,0,Sport,production_semaine_courante
7009,191.3,21.4,0,Electronique,production_semaine_courante
7010,38.13,11.2,1,Electronique,production_semaine_courante
7011,25.27,1.1,0,Jardin,production_semaine_courante
7012,163.77,5.9,3,Jardin,production_semaine_courante
7013,67.05,1.4,1,Maison,production_semaine_courante
7014,55.19,67.5,1,Jardin,production_semaine_courante
7015,138.43,3.9,3,Livres,production_semaine_courante
7016,125.71,15.2,0,Electronique,production_semaine_courante
7017,256.17,5.0,4,Mode,production_semaine_courante
7018,105.91,15.9,0,Maison,production_semaine_courante
7019,38.71,3.5,0,Beaute,production_semaine_courante
7020,32.22,,0,Beaute,production_semaine_courante
7021,39.78,1.8,1,Jardin,production_semaine_courante
7022,155.83,33.8,2,Jardin,production_semaine_courante
7023,109.72,27.5,0,Jardin,production_semaine_courante
7024,31.34,17.0,1,Jardin,production_semaine_courante
7025,127.2,1.0,3,Jardin,production_semaine_courante
7026,56.86,3.5,1,Maison,production_semaine_courante
7027,67.94,29.4,0,Mode,production_semaine_courante
7028,143.45,2.0,2,Beaute,production_semaine_courante
7029,79.23,2.5,1,Livres,production_semaine_courante
7030,177.38,11.8,0,Maison,production_semaine_courante
7031,10.99,4.8,1,Jardin,production_semaine_courante
7032,154.74,3.8,1,Jardin,production_semaine_courante
7033,83.31,12.9,1,Beaute,production_semaine_courante
7034,138.55,7.0,4,Sport,production_semaine_courante
7035,11.02,2.3,2,Jardin,production_semaine_courante
7036,24.61,,0,Electronique,production_semaine_courante
7037,135.54,7.3,1,Electronique,production_semaine_courante
7038,20.16,,2,Jardin,production_semaine_courante
7039,46.22,1.6,1,Livres,production_semaine_courante
7040,67.04,14.5,3,Maison,production_semaine_courante
7041,112.71,8.6,0,Jardin,production_semaine_courante
7042,133.21,7.8,2,Maison,production_semaine_courante
7043,89.82,4.0,0,Beaute,production_semaine_courante
7044,176.79,,0,Beaute,production_semaine_courante
7045,97.87,28.2,2,Mode,production_semaine_courante
7046,49.37,5.9,0,Mode,production_semaine_courante
7047,127.73,17.1,4,Jardin,production_semaine_courante
7048,48.71,44.2,3,Mode,production_semaine_courante
7049,92.91,,3,Mode,production_semaine_courante
7050,55.05,7.6,4,Sport,production_semaine_courante
7051,8.2,4.7,0,Electronique,production_semaine_courante
7052,103.87,40.8,0,Jardin,production_semaine_courante
7053,65.06,17.2,2,Electronique,production_semaine_courante
7054,27.89,16.4,3,Beaute,production_semaine_courante
7055,314.87,,0,Maison,production_semaine_courante
7056,107.17,,2,Jardin,production_semaine_courante
7057,101.39,18.8,1,Beaute,production_semaine_courante
7058,11.34,5.0,1,Maison,production_semaine_courante
7059,51.65,13.7,2,Jardin,production_semaine_courante
7060,59.57,8.4,1,Electronique,production_semaine_courante
7061,74.59,,0,Beaute,production_semaine_courante
7062,29.1,24.7,0,Jardin,production_semaine_courante
7063,51.25,2.0,3,Livres,production_semaine_courante
7064,53.86,10.7,0,Livres,production_semaine_courante
7065,54.82,6.1,1,Electronique,production_semaine_courante
7066,49.92,6.3,1,Electronique,production_semaine_courante
